Date,Price,Open,High,Low,Vol.,Change %
09/12/2011,154.75,155.15,155.55,154.7,,0.00%
09/09/2011,154.75,154.7,156.21,152.45,,-0.56%
09/08/2011,155.625,154.675,156.525,154.675,,-0.34%
09/07/2011,156.15,154.8,156.55,154.8,,0.34%
09/06/2011,155.625,154.675,155.825,154.675,,-0.02%
09/05/2011,155.66,154.45,155.7,154.45,,0.58%
09/02/2011,154.755,154.725,154.975,154.525,,0.07%
09/01/2011,154.65,154.85,155.05,154.65,,-0.11%
08/31/2011,154.825,154.895,154.975,154.725,,-0.02%
08/30/2011,154.85,154.88,154.89,154.7,,0.01%
08/29/2011,154.83,154.85,154.95,154.35,,0.05%
08/26/2011,154.75,155.05,155.05,154.65,,-0.12%
08/25/2011,154.93,154.25,155.75,150.85,,2.47%
08/24/2011,151.19,155.8,156.75,150.95,,-2.82%
08/23/2011,155.575,155.225,156.025,153.475,,-0.24%
08/22/2011,155.95,153.74,155.95,152.4,,1.43%
08/19/2011,153.75,153.8,153.94,153.55,,0.08%
08/18/2011,153.625,153.675,153.975,153.475,,-0.16%
08/17/2011,153.875,153.565,153.975,153.525,,0.06%
08/16/2011,153.79,152.25,153.85,152.25,,-0.04%
08/15/2011,153.85,152.25,153.89,152.25,,0.16%
08/12/2011,153.6,152.25,154.15,152.25,,-0.29%
08/11/2011,154.05,152.25,154.15,152.25,,0.69%
08/10/2011,152.99,152.25,153.85,152.25,,0.49%
08/09/2011,152.25,152.25,153.75,152.25,,0.00%
08/08/2011,152.25,152.25,153.35,152.25,,-0.77%
08/05/2011,153.425,152.325,153.425,152.325,,0.65%
08/04/2011,152.44,152.25,152.55,152.25,,-0.07%
08/03/2011,152.54,152.25,152.55,152.25,,-0.06%
08/02/2011,152.625,152.325,152.625,152.325,,0.05%
08/01/2011,152.55,153,153,152.25,,-0.23%
07/29/2011,152.9,153.26,153.58,152.4,,-0.23%
07/28/2011,153.25,152.45,153.45,151.75,,0.23%
07/27/2011,152.9,152.3,152.9,152.3,,0.43%
07/26/2011,152.25,152.45,152.77,152.07,,0.00%
07/25/2011,152.25,152.5,152.5,152.23,,0.00%
07/22/2011,152.25,152.4,152.5,152.25,,-0.10%
07/21/2011,152.4,152.37,152.4,152.15,,0.18%
07/20/2011,152.12,152.1,152.55,151.9,,-0.12%
07/19/2011,152.3,152.4,152.55,152.05,,0.09%
07/18/2011,152.16,152.35,152.55,151.85,,-0.12%
07/15/2011,152.35,152.35,152.35,151.55,,0.07%
07/14/2011,152.25,152.49,153.4,152,,-0.07%
07/13/2011,152.35,151.75,152.75,151.75,,0.40%
07/12/2011,151.75,152.05,153.45,151.7,,-0.98%
07/11/2011,153.25,152.45,153.25,151.9,,0.51%
07/08/2011,152.47,153.25,153.45,152.25,,-0.54%
07/07/2011,153.3,152.5,153.5,152.5,,0.49%
07/06/2011,152.55,152.55,154.15,151.97,,-0.07%
07/05/2011,152.65,152.9,153,151.65,,-0.10%
07/04/2011,152.8,151.15,153.2,150.9,,1.13%
07/01/2011,151.1,152.5,152.5,150,,-0.92%
06/30/2011,152.5,153.55,153.65,151.55,,-0.81%
06/29/2011,153.75,154.25,154.75,152.07,,-0.32%
06/28/2011,154.25,154.42,154.55,154.15,,-0.10%
06/27/2011,154.4,156.1,156.15,152.75,,-0.96%
06/24/2011,155.9,156.8,156.8,155.45,,-0.54%
06/23/2011,156.75,156.73,157,156.7,,0.14%
06/22/2011,156.53,156.37,156.67,156.3,,-0.12%
06/21/2011,156.725,156.725,156.745,156.375,,0.00%
06/20/2011,156.725,156.725,156.725,156.525,,0.05%
06/17/2011,156.65,156.8,156.8,156.5,,-0.03%
06/16/2011,156.7,156.85,156.85,156.7,,-0.10%
06/15/2011,156.85,156.73,156.85,155.57,,0.02%
06/14/2011,156.825,156.375,157.125,156.125,,0.29%
06/13/2011,156.375,155.425,156.375,155.425,,0.55%
06/10/2011,155.525,155.525,155.525,155.525,,0.44%
06/09/2011,154.85,154.85,154.85,154.85,,-0.19%
06/08/2011,155.15,155.15,155.15,155.15,,-0.13%
06/07/2011,155.35,155.35,155.35,155.35,,0.06%
06/06/2011,155.25,155.25,155.25,155.25,,0.02%
06/03/2011,155.225,155.225,155.225,155.225,,-0.27%
06/02/2011,155.65,155.65,155.65,155.65,,-0.40%
06/01/2011,156.275,156.275,156.275,156.275,,-0.05%
05/31/2011,156.35,156.35,156.35,156.35,,-0.19%
05/30/2011,156.65,156.65,156.65,156.65,,0.00%
05/27/2011,156.65,156.65,156.65,156.65,,-0.11%
05/26/2011,156.825,156.825,156.825,156.825,,-0.52%
05/25/2011,157.65,157.65,157.65,157.65,,0.45%
05/24/2011,156.95,156.95,156.95,156.95,,0.20%
05/23/2011,156.63,156.63,156.63,156.63,,-0.01%
05/20/2011,156.65,156.65,156.65,156.65,,0.00%
05/19/2011,156.65,156.65,156.65,156.65,,0.02%
05/18/2011,156.62,156.62,156.62,156.62,,0.48%
05/17/2011,155.875,155.875,155.875,155.875,,0.18%
05/16/2011,155.6,155.6,155.6,155.6,,-0.10%
05/13/2011,155.75,155.75,155.75,155.75,,-0.64%
05/12/2011,156.75,156.75,156.75,156.75,,-0.30%
05/11/2011,157.225,157.225,157.225,157.225,,0.62%
05/10/2011,156.25,156.25,156.25,156.25,,0.27%
05/09/2011,155.825,155.825,155.825,155.825,,0.48%
05/06/2011,155.075,155.075,155.075,155.075,,0.03%
05/05/2011,155.025,155.025,155.025,155.025,,0.18%
05/04/2011,154.75,154.75,154.75,154.75,,0.00%
05/03/2011,154.75,154.75,154.75,154.75,,0.21%
05/02/2011,154.425,154.425,154.425,154.425,,-0.15%
04/29/2011,154.65,154.65,154.65,154.65,,0.19%
04/28/2011,154.35,154.35,154.35,154.35,,-0.18%
04/27/2011,154.625,154.625,154.625,154.625,,0.00%
04/26/2011,154.63,154.63,154.63,154.63,,-0.09%
04/25/2011,154.775,154.775,154.775,154.775,,0.09%
04/22/2011,154.63,154.63,154.63,154.63,,-0.09%
04/21/2011,154.775,154.775,154.775,154.775,,0.08%
04/20/2011,154.65,154.65,154.65,154.65,,-0.05%
04/19/2011,154.725,154.725,154.725,154.725,,-0.08%
04/18/2011,154.85,154.85,154.85,154.85,,-0.10%
04/15/2011,155,155,155,155,,0.10%
04/14/2011,154.85,154.85,154.85,154.85,,-0.37%
04/13/2011,155.425,155.425,155.425,155.425,,0.00%
04/12/2011,155.425,155.425,155.425,155.425,,0.31%
04/11/2011,154.945,154.945,154.945,154.945,,0.39%
04/08/2011,154.35,154.35,154.35,154.35,,-0.02%
04/07/2011,154.375,154.375,154.375,154.375,,0.24%
04/06/2011,154,154,154,154,,0.05%
04/05/2011,153.925,153.925,153.925,153.925,,-0.21%
04/04/2011,154.25,154.25,154.25,154.25,,0.06%
04/01/2011,154.15,154.15,154.15,154.15,,-0.61%
03/31/2011,155.1,155.1,155.1,155.1,,-0.18%
03/30/2011,155.375,155.375,155.375,155.375,,-0.30%
03/29/2011,155.85,155.85,155.85,155.85,,0.11%
03/28/2011,155.675,155.675,155.675,155.675,,0.18%
03/25/2011,155.4,155.4,155.4,155.4,,-0.22%
03/24/2011,155.75,155.75,155.75,155.75,,-0.26%
03/23/2011,156.15,156.15,156.15,156.15,,0.71%
03/22/2011,155.05,155.05,155.05,155.05,,-0.61%
03/21/2011,156,156,156,156,,0.13%
03/18/2011,155.8,155.8,155.8,155.8,,-0.95%
03/17/2011,157.3,157.3,157.3,157.3,,0.35%
03/16/2011,156.75,156.75,156.75,156.75,,0.62%
03/15/2011,155.78,155.78,155.78,155.78,,0.41%
03/14/2011,155.15,155.15,155.15,155.15,,0.15%
03/11/2011,154.925,154.925,154.925,154.925,,0.02%
03/10/2011,154.9,154.9,154.9,154.9,,0.39%
03/09/2011,154.3,154.3,154.3,154.3,,0.00%
03/08/2011,154.305,154.305,154.305,154.305,,-0.05%
03/07/2011,154.375,154.375,154.375,154.375,,-0.05%
03/04/2011,154.45,154.45,154.45,154.45,,0.02%
03/03/2011,154.425,154.425,154.425,154.425,,0.44%
03/02/2011,153.75,153.75,153.75,153.75,,0.21%
03/01/2011,153.43,153.43,153.43,153.43,,0.08%
02/28/2011,153.3,153.3,153.3,153.3,,0.10%
02/25/2011,153.145,153.145,153.145,153.145,,0.00%
02/24/2011,153.145,153.145,153.145,153.145,,0.21%
02/23/2011,152.83,152.83,152.83,152.83,,-0.56%
02/22/2011,153.69,153.69,153.69,153.69,,-0.21%
02/21/2011,154.02,154.02,154.02,154.02,,0.16%
02/18/2011,153.78,153.78,153.78,153.78,,0.36%
02/17/2011,153.225,153.225,153.225,153.225,,0.39%
02/16/2011,152.625,152.625,152.625,152.625,,0.11%
02/15/2011,152.45,152.45,152.45,152.45,,0.00%
02/14/2011,152.45,152.45,152.45,152.45,,0.00%
02/11/2011,152.45,152.45,152.45,152.45,,0.23%
02/10/2011,152.1,152.1,152.1,152.1,,-0.10%
02/09/2011,152.25,152.25,152.25,152.25,,-0.23%
02/08/2011,152.6,152.6,152.6,152.6,,-0.02%
02/07/2011,152.625,152.625,152.625,152.625,,0.18%
02/04/2011,152.35,152.35,152.35,152.35,,-0.34%
02/03/2011,152.875,152.875,152.875,152.875,,0.44%
02/02/2011,152.2,152.2,152.2,152.2,,-0.16%
02/01/2011,152.45,152.45,152.45,152.45,,0.20%
01/31/2011,152.15,152.15,152.15,152.15,,0.03%
01/28/2011,152.11,152.11,152.11,152.11,,0.11%
01/27/2011,151.95,151.95,151.95,151.95,,-0.03%
01/26/2011,152,152,152,152,,-0.10%
01/25/2011,152.15,152.15,152.15,152.15,,-0.26%
01/24/2011,152.55,152.55,152.55,152.55,,-0.13%
01/21/2011,152.75,152.75,152.75,152.75,,0.12%
01/20/2011,152.57,152.57,152.57,152.57,,0.18%
01/19/2011,152.3,152.3,152.3,152.3,,-0.02%
01/18/2011,152.325,152.325,152.325,152.325,,-0.85%
01/17/2011,153.63,153.63,153.63,153.63,,0.25%
01/14/2011,153.25,153.25,153.25,153.25,,-0.47%
01/13/2011,153.975,153.975,153.975,153.975,,0.64%
01/12/2011,153,153,153,153,,0.36%
01/11/2011,152.45,152.45,152.45,152.45,,-0.26%
01/10/2011,152.85,152.85,152.85,152.85,,0.39%
01/07/2011,152.25,152.25,152.25,152.25,,-0.16%
01/06/2011,152.5,152.5,152.5,152.5,,0.00%
01/05/2011,152.5,152.5,152.5,152.5,,0.10%
01/04/2011,152.35,152.35,152.35,152.35,,0.13%
01/03/2011,152.15,152.15,152.15,152.15,,0.10%
12/31/2010,152,152,152,152,,-0.10%
12/30/2010,152.15,152.15,152.15,152.15,,-1.01%
12/29/2010,153.7,153.7,153.7,153.7,,-0.05%
12/28/2010,153.78,153.78,153.78,153.78,,0.00%
12/27/2010,153.78,153.78,153.78,153.78,,0.00%
12/24/2010,153.78,153.78,153.78,153.78,,0.84%
12/23/2010,152.5,152.5,152.5,152.5,,-0.26%
12/22/2010,152.9,152.9,152.9,152.9,,-0.94%
12/21/2010,154.35,154.35,154.35,154.35,,-0.39%
12/20/2010,154.95,154.95,154.95,154.95,,0.13%
12/17/2010,154.75,154.75,154.75,154.75,,-0.03%
12/16/2010,154.8,154.8,154.8,154.8,,0.81%
12/15/2010,153.55,153.55,153.55,153.55,,0.73%
12/14/2010,152.43,152.43,152.43,152.43,,0.12%
12/13/2010,152.25,152.25,152.25,152.25,,0.28%
12/10/2010,151.83,151.83,151.83,151.83,,0.02%
12/09/2010,151.8,151.8,151.8,151.8,,-0.07%
12/08/2010,151.9,151.9,151.9,151.9,,0.46%
12/07/2010,151.2,151.2,151.2,151.2,,-0.20%
12/06/2010,151.5,151.5,151.5,151.5,,0.20%
12/03/2010,151.2,151.2,151.2,151.2,,0.03%
12/02/2010,151.15,151.15,151.15,151.15,,0.07%
12/01/2010,151.05,151.05,151.05,151.05,,0.13%
11/30/2010,150.85,150.85,150.85,150.85,,0.07%
11/29/2010,150.75,150.75,150.75,150.75,,0.00%
11/26/2010,150.75,150.75,150.75,150.75,,0.15%
11/25/2010,150.52,150.52,150.52,150.52,,-0.19%
11/24/2010,150.8,150.8,150.8,150.8,,0.21%
11/23/2010,150.48,150.48,150.48,150.48,,-0.06%
11/22/2010,150.57,150.57,150.57,150.57,,0.15%
11/19/2010,150.34,150.34,150.34,150.34,,0.03%
11/18/2010,150.3,150.3,150.3,150.3,,-0.38%
11/17/2010,150.875,150.875,150.875,150.875,,0.08%
11/16/2010,150.75,150.75,150.75,150.75,,0.00%
11/15/2010,150.75,150.75,150.75,150.75,,0.00%
11/12/2010,150.75,150.75,150.75,150.75,,0.13%
11/11/2010,150.55,150.55,150.55,150.55,,0.07%
11/10/2010,150.45,150.45,150.45,150.45,,0.15%
11/09/2010,150.23,150.23,150.23,150.23,,-0.21%
11/08/2010,150.55,150.55,150.55,150.55,,-0.05%
11/05/2010,150.63,150.63,150.63,150.63,,0.19%
11/04/2010,150.35,150.35,150.35,150.35,,0.02%
11/03/2010,150.32,150.32,150.32,150.32,,0.05%
11/02/2010,150.25,150.25,150.25,150.25,,0.00%
11/01/2010,150.25,150.25,150.25,150.25,,-0.36%
10/29/2010,150.8,150.8,150.8,150.8,,0.53%
10/28/2010,150,150,150,150,,-0.25%
10/27/2010,150.375,150.375,150.375,150.375,,-0.02%
10/26/2010,150.4,150.4,150.4,150.4,,-0.73%
10/25/2010,151.5,151.5,151.5,151.5,,-0.15%
10/22/2010,151.725,151.725,151.725,151.725,,-0.18%
10/21/2010,152,152,152,152,,-0.28%
10/20/2010,152.43,152.43,152.43,152.43,,-0.05%
10/19/2010,152.5,152.5,152.5,152.5,,-0.10%
10/18/2010,152.65,152.65,152.65,152.65,,0.28%
10/15/2010,152.22,152.22,152.22,152.22,,-0.02%
10/14/2010,152.25,152.25,152.25,152.25,,0.07%
10/13/2010,152.15,152.15,152.15,152.15,,0.09%
10/12/2010,152.02,152.02,152.02,152.02,,-0.15%
10/11/2010,152.25,152.25,152.25,152.25,,0.66%
10/08/2010,151.25,151.25,151.25,151.25,,-0.12%
10/07/2010,151.43,151.43,151.43,151.43,,0.00%
10/06/2010,151.43,151.43,151.43,151.43,,-0.51%
10/05/2010,152.2,152.2,152.2,152.2,,-1.34%
10/04/2010,154.275,154.275,154.275,154.275,,-0.18%
10/01/2010,154.55,154.55,154.55,154.55,,0.13%
09/30/2010,154.35,154.35,154.35,154.35,,0.03%
09/29/2010,154.3,154.3,154.3,154.3,,-0.05%
09/28/2010,154.375,154.375,154.375,154.375,,-0.56%
09/27/2010,155.25,155.25,155.25,155.25,,1.07%
09/24/2010,153.6,153.6,153.6,153.6,,-0.05%
09/23/2010,153.675,153.675,153.675,153.675,,0.28%
09/22/2010,153.25,153.25,153.25,153.25,,0.03%
09/21/2010,153.2,153.2,153.2,153.2,,0.46%
09/20/2010,152.5,152.5,152.5,152.5,,0.36%
09/17/2010,151.95,151.95,151.95,151.95,,0.00%
09/16/2010,151.95,151.95,151.95,151.95,,0.13%
09/15/2010,151.75,151.75,151.75,151.75,,0.00%
09/14/2010,151.75,151.75,151.75,151.75,,-0.07%
09/13/2010,151.85,151.85,151.85,151.85,,0.26%
09/10/2010,151.45,151.45,151.45,151.45,,0.00%
09/09/2010,151.45,151.45,151.45,151.45,,-0.20%
09/08/2010,151.75,151.75,151.75,151.75,,0.27%
09/07/2010,151.34,151.34,151.34,151.34,,-0.20%
09/06/2010,151.65,151.65,151.65,151.65,,0.60%
09/03/2010,150.75,150.75,150.75,150.75,,-0.33%
09/02/2010,151.25,151.25,151.25,151.25,,-0.17%
09/01/2010,151.5,151.5,151.5,151.5,,-0.10%
08/31/2010,151.65,151.65,151.65,151.65,,-0.10%
08/30/2010,151.8,151.8,151.8,151.8,,0.33%
08/27/2010,151.3,151.3,151.3,151.3,,-0.07%
08/26/2010,151.4,151.4,151.4,151.4,,0.43%
08/25/2010,150.75,150.75,150.75,150.75,,-0.01%
08/24/2010,150.77,150.77,150.77,150.77,,0.08%
08/23/2010,150.65,150.65,150.65,150.65,,0.11%
08/20/2010,150.49,150.49,150.49,150.49,,-0.01%
08/19/2010,150.5,150.5,150.5,150.5,,-0.03%
08/18/2010,150.55,150.55,150.55,150.55,,0.00%
08/17/2010,150.55,150.55,150.55,150.55,,-0.03%
08/16/2010,150.6,150.6,150.6,150.6,,0.23%
08/13/2010,150.25,150.25,150.25,150.25,,-0.17%
08/12/2010,150.5,150.5,150.5,150.5,,0.00%
08/11/2010,150.5,150.5,150.5,150.5,,0.17%
08/10/2010,150.25,150.25,150.25,150.25,,-0.10%
08/09/2010,150.4,150.4,150.4,150.4,,0.18%
08/06/2010,150.125,150.125,150.125,150.125,,0.00%
08/05/2010,150.125,150.125,150.125,150.125,,-0.05%
08/04/2010,150.2,150.2,150.2,150.2,,0.10%
08/03/2010,150.05,150.05,150.05,150.05,,0.07%
08/02/2010,149.95,149.95,149.95,149.95,,-0.13%
07/30/2010,150.15,150.15,150.15,150.15,,-0.13%
07/29/2010,150.35,150.35,150.35,150.35,,0.07%
07/28/2010,150.25,150.25,150.25,150.25,,-0.07%
07/27/2010,150.35,150.35,150.35,150.35,,0.07%
07/26/2010,150.25,150.25,150.25,150.25,,0.08%
07/23/2010,150.125,150.125,150.125,150.125,,0.08%
07/22/2010,150,150,150,150,,-0.20%
07/21/2010,150.3,150.3,150.3,150.3,,-0.13%
07/20/2010,150.5,150.5,150.5,150.5,,-0.17%
07/19/2010,150.75,150.75,150.75,150.75,,0.27%
07/16/2010,150.35,150.35,150.35,150.35,,-0.10%
07/15/2010,150.5,150.5,150.5,150.5,,0.06%
07/14/2010,150.41,150.41,150.41,150.41,,0.04%
07/13/2010,150.35,150.35,150.35,150.35,,-0.10%
07/12/2010,150.5,150.5,150.5,150.5,,-0.20%
07/09/2010,150.8,150.8,150.8,150.8,,0.52%
07/08/2010,150.025,150.025,150.025,150.025,,0.00%
07/07/2010,150.025,150.025,150.025,150.025,,0.18%
07/06/2010,149.75,149.75,149.75,149.75,,-0.07%
07/05/2010,149.85,149.85,149.85,149.85,,-0.23%
07/02/2010,150.2,150.2,150.2,150.2,,0.33%
07/01/2010,149.7,149.7,149.7,149.7,,-0.33%
06/30/2010,150.2,150.2,150.2,150.2,,-0.05%
06/29/2010,150.28,150.28,150.28,150.28,,-0.28%
06/28/2010,150.7,150.7,150.7,150.7,,-0.11%
06/25/2010,150.87,150.87,150.87,150.87,,-0.24%
06/24/2010,151.23,151.23,151.23,151.23,,-0.01%
06/23/2010,151.25,151.25,151.25,151.25,,0.00%
06/22/2010,151.25,151.25,151.25,151.25,,0.00%
06/21/2010,151.25,151.25,151.25,151.25,,-0.10%
06/18/2010,151.4,151.4,151.4,151.4,,-0.03%
06/17/2010,151.45,151.45,151.45,151.45,,0.09%
06/16/2010,151.31,151.31,151.31,151.31,,-0.03%
06/15/2010,151.35,151.35,151.35,151.35,,0.13%
06/14/2010,151.15,151.15,151.15,151.15,,-0.10%
06/11/2010,151.3,151.3,151.3,151.3,,0.04%
06/10/2010,151.24,151.24,151.24,151.24,,-0.02%
06/09/2010,151.27,151.27,151.27,151.27,,-0.05%
06/08/2010,151.34,151.34,151.34,151.34,,0.03%
06/07/2010,151.3,151.3,151.3,151.3,,0.12%
06/04/2010,151.125,151.125,151.125,151.125,,0.08%
06/03/2010,151,151,151,151,,-0.13%
06/02/2010,151.2,151.2,151.2,151.2,,-0.44%
06/01/2010,151.875,151.875,151.875,151.875,,0.41%
05/31/2010,151.25,151.25,151.25,151.25,,-0.33%
05/28/2010,151.75,151.75,151.75,151.75,,-0.23%
05/27/2010,152.1,152.1,152.1,152.1,,-0.10%
05/26/2010,152.25,152.25,152.25,152.25,,0.25%
05/25/2010,151.875,151.875,151.875,151.875,,0.08%
05/24/2010,151.75,151.75,151.75,151.75,,-0.16%
05/21/2010,152,152,152,152,,0.07%
05/20/2010,151.9,151.9,151.9,151.9,,-0.23%
05/19/2010,152.25,152.25,152.25,152.25,,-0.33%
05/18/2010,152.75,152.75,152.75,152.75,,0.74%
05/17/2010,151.625,151.625,151.625,151.625,,0.30%
05/14/2010,151.17,151.17,151.17,151.17,,0.28%
05/13/2010,150.75,150.75,150.75,150.75,,0.00%
05/12/2010,150.75,150.75,150.75,150.75,,0.13%
05/11/2010,150.55,150.55,150.55,150.55,,-0.05%
05/10/2010,150.625,150.625,150.625,150.625,,-0.08%
05/07/2010,150.74,150.74,150.74,150.74,,0.09%
05/06/2010,150.6,150.6,150.6,150.6,,-0.23%
05/05/2010,150.95,150.95,150.95,150.95,,-0.20%
05/04/2010,151.25,151.25,151.25,151.25,,0.17%
05/03/2010,151,151,151,151,,0.08%
04/30/2010,150.875,150.875,150.875,150.875,,0.02%
04/29/2010,150.85,150.85,150.85,150.85,,0.27%
04/28/2010,150.45,150.45,150.45,150.45,,0.10%
04/27/2010,150.3,150.3,150.3,150.3,,-0.13%
04/26/2010,150.5,150.5,150.5,150.5,,0.17%
04/23/2010,150.25,150.25,150.25,150.25,,-0.03%
04/22/2010,150.29,150.29,150.29,150.29,,-0.09%
04/21/2010,150.42,150.42,150.42,150.42,,-0.05%
04/20/2010,150.5,150.5,150.5,150.5,,0.17%
04/19/2010,150.25,150.25,150.25,150.25,,-0.17%
04/16/2010,150.5,150.5,150.5,150.5,,0.17%
04/15/2010,150.25,150.25,150.25,150.25,,-0.08%
04/14/2010,150.375,150.375,150.375,150.375,,0.08%
04/13/2010,150.25,150.25,150.25,150.25,,-0.15%
04/12/2010,150.47,150.47,150.47,150.47,,-0.12%
04/09/2010,150.65,150.65,150.65,150.65,,0.13%
04/08/2010,150.45,150.45,150.45,150.45,,0.13%
04/07/2010,150.25,150.25,150.25,150.25,,0.00%
04/06/2010,150.25,150.25,150.25,150.25,,0.17%
04/05/2010,150,150,150,150,,-0.08%
04/02/2010,150.125,150.125,150.125,150.125,,0.07%
04/01/2010,150.025,150.025,150.025,150.025,,0.02%
03/31/2010,150,150,150,150,,-0.30%
03/30/2010,150.45,150.45,150.45,150.45,,0.02%
03/29/2010,150.425,150.425,150.425,150.425,,0.62%
03/26/2010,149.5,149.5,149.5,149.5,,-0.23%
03/25/2010,149.85,149.85,149.85,149.85,,0.27%
03/24/2010,149.45,149.45,149.45,149.45,,-0.20%
03/23/2010,149.75,149.75,149.75,149.75,,-0.08%
03/22/2010,149.87,149.87,149.87,149.87,,0.26%
03/19/2010,149.475,149.475,149.475,149.475,,-0.38%
03/18/2010,150.05,150.05,150.05,150.05,,-0.13%
03/17/2010,150.25,150.25,150.25,150.25,,0.17%
03/16/2010,150,150,150,150,,-0.29%
03/15/2010,150.43,150.43,150.43,150.43,,-0.08%
03/12/2010,150.55,150.55,150.55,150.55,,0.07%
03/11/2010,150.45,150.45,150.45,150.45,,0.07%
03/10/2010,150.35,150.35,150.35,150.35,,0.03%
03/09/2010,150.3,150.3,150.3,150.3,,-0.20%
03/08/2010,150.6,150.6,150.6,150.6,,0.07%
03/05/2010,150.5,150.5,150.5,150.5,,0.16%
03/04/2010,150.26,150.26,150.26,150.26,,0.01%
03/03/2010,150.25,150.25,150.25,150.25,,0.13%
03/02/2010,150.05,150.05,150.05,150.05,,-0.20%
03/01/2010,150.35,150.35,150.35,150.35,,0.00%
02/26/2010,150.35,150.35,150.35,150.35,,0.00%
02/25/2010,150.35,150.35,150.35,150.35,,-0.02%
02/24/2010,150.375,150.375,150.375,150.375,,0.00%
02/23/2010,150.38,150.38,150.38,150.38,,-0.25%
02/22/2010,150.75,150.75,150.75,150.75,,0.07%
02/19/2010,150.65,150.65,150.65,150.65,,-0.15%
02/18/2010,150.875,150.875,150.875,150.875,,-0.08%
02/17/2010,151,151,151,151,,0.00%
02/16/2010,151,151,151,151,,0.10%
02/15/2010,150.85,150.85,150.85,150.85,,-0.43%
02/12/2010,151.5,151.5,151.5,151.5,,0.17%
02/11/2010,151.24,151.24,151.24,151.24,,0.26%
02/10/2010,150.85,150.85,150.85,150.85,,-0.20%
02/09/2010,151.15,151.15,151.15,151.15,,-0.26%
02/08/2010,151.55,151.55,151.55,151.55,,0.03%
02/05/2010,151.51,151.51,151.51,151.51,,-0.06%
02/04/2010,151.6,151.6,151.6,151.6,,0.13%
02/03/2010,151.4,151.4,151.4,151.4,,-0.31%
02/02/2010,151.87,151.87,151.87,151.87,,0.61%
02/01/2010,150.95,150.95,150.95,150.95,,0.01%
01/29/2010,150.93,150.93,150.93,150.93,,-0.01%
01/28/2010,150.95,150.95,150.95,150.95,,0.10%
01/27/2010,150.8,150.8,150.8,150.8,,0.17%
01/26/2010,150.55,150.55,150.55,150.55,,-0.23%
01/25/2010,150.9,150.9,150.9,150.9,,0.27%
01/22/2010,150.5,150.5,150.5,150.5,,0.17%
01/21/2010,150.25,150.25,150.25,150.25,,0.00%
01/20/2010,150.25,150.25,150.25,150.25,,0.33%
01/19/2010,149.75,149.75,149.75,149.75,,-0.27%
01/18/2010,150.15,150.15,150.15,150.15,,-0.66%
01/15/2010,151.15,151.15,151.15,151.15,,-0.33%
01/14/2010,151.65,151.65,151.65,151.65,,0.10%
01/13/2010,151.5,151.5,151.5,151.5,,0.51%
01/12/2010,150.725,150.725,150.725,150.725,,-0.15%
01/11/2010,150.95,150.95,150.95,150.95,,0.67%
01/08/2010,149.95,149.95,149.95,149.95,,0.47%
01/07/2010,149.25,149.25,149.25,149.25,,-0.17%
01/06/2010,149.5,149.5,149.5,149.5,,0.23%
01/05/2010,149.15,149.15,149.15,149.15,,-0.23%
01/04/2010,149.5,149.5,149.5,149.5,,0.00%
01/01/2010,149.5,149.5,149.5,149.5,,0.00%
12/31/2009,149.5,149.5,149.5,149.5,,-0.50%
12/30/2009,150.25,150.25,150.25,150.25,,0.00%
12/29/2009,150.25,150.25,150.25,150.25,,0.13%
12/28/2009,150.05,150.05,150.05,150.05,,0.55%
12/25/2009,149.225,149.225,149.225,149.225,,0.00%
12/24/2009,149.225,149.225,149.225,149.225,,0.00%
12/23/2009,149.225,149.225,149.225,149.225,,0.15%
12/22/2009,149,149,149,149,,-0.40%
12/21/2009,149.6,149.6,149.6,149.6,,-0.10%
12/18/2009,149.75,149.75,149.75,149.75,,-0.66%
12/17/2009,150.75,150.75,150.75,150.75,,0.40%
12/16/2009,150.15,150.15,150.15,150.15,,0.20%
12/15/2009,149.85,149.85,149.85,149.85,,-0.43%
12/14/2009,150.5,150.5,150.5,150.5,,0.08%
12/11/2009,150.375,150.375,150.375,150.375,,0.15%
12/10/2009,150.15,150.15,150.15,150.15,,0.60%
12/09/2009,149.25,149.25,149.25,149.25,,-1.71%
12/08/2009,151.85,151.85,151.85,151.85,,0.16%
12/07/2009,151.6,151.6,151.6,151.6,,0.70%
12/04/2009,150.55,150.55,150.55,150.55,,0.53%
12/03/2009,149.75,149.75,149.75,149.75,,0.84%
12/02/2009,148.5,148.5,148.5,148.5,,1.85%
12/01/2009,145.8,145.8,145.8,145.8,,-1.65%
11/30/2009,148.25,148.25,148.25,148.25,,-1.13%
11/27/2009,149.95,149.95,149.95,149.95,,-0.10%
11/26/2009,150.1,150.1,150.1,150.1,,0.00%
11/25/2009,150.1,150.1,150.1,150.1,,0.57%
11/24/2009,149.25,149.25,149.25,149.25,,-0.47%
11/23/2009,149.95,149.95,149.95,149.95,,0.00%
11/20/2009,149.95,149.95,149.95,149.95,,-0.60%
11/19/2009,150.85,150.85,150.85,150.85,,-0.10%
11/18/2009,151,151,151,151,,-0.58%
11/17/2009,151.875,151.875,151.875,151.875,,-0.31%
11/16/2009,152.35,152.35,152.35,152.35,,0.23%
11/13/2009,152,152,152,152,,0.00%
11/12/2009,152,152,152,152,,0.16%
11/11/2009,151.75,151.75,151.75,151.75,,-0.56%
11/10/2009,152.6,152.6,152.6,152.6,,0.39%
